bmi,age,gender,activity_level,fitness_goal,workout_category,diet_category,fitness_level
28.5,33,1,1,4,2,2,1
29.7,41,0,2,3,2,2,1
28.4,26,1,4,4,4,2,1
26.7,45,0,0,2,3,1,0
41.2,54,0,2,2,1,1,1
22.4,47,1,1,3,2,4,0
20.3,26,0,4,0,2,1,2
26.5,39,0,1,0,0,2,0
25.9,19,1,4,3,1,2,2
27.4,41,1,0,4,0,4,0
31.6,40,1,2,2,2,2,1
21.6,15,0,0,2,2,4,0
28.3,21,0,4,2,1,4,2
22.5,31,0,3,2,1,1,2
26.1,31,0,2,2,2,1,1
22.3,20,0,1,4,4,2,0
28.8,39,1,4,2,1,1,2
27.2,38,0,0,0,0,0,0
21.5,32,1,3,3,0,1,2
25.8,25,0,4,1,1,2,2
28.2,47,1,1,3,2,4,1
28.5,54,0,0,2,2,0,0
27.2,29,0,2,3,2,1,1
24.7,27,1,3,0,2,4,2
24.6,40,0,4,0,0,1,2
30.1,30,1,4,1,3,2,2
23.7,33,0,4,3,1,1,2
21.3,43,0,4,0,2,0,2
31.7,15,1,0,2,0,1,0
22.3,50,0,2,4,2,2,2
22.5,35,1,1,0,0,0,1
24.4,30,0,3,3,0,1,2
29.3,33,0,4,3,1,1,2
33.2,34,0,4,4,2,3,2
23.5,15,0,2,4,1,3,1
26.6,52,0,2,2,1,1,1
21.7,35,0,0,3,2,0,0
22.0,40,0,0,2,1,3,0
28.3,46,1,0,1,1,2,0
20.7,22,0,3,0,2,3,2
32.4,40,0,0,1,1,2,0
23.7,31,0,4,0,0,1,2
24.7,45,1,0,3,0,1,0
29.9,15,1,3,4,4,2,2
21.2,33,0,0,4,2,4,0
20.3,27,0,0,0,2,1,0
24.6,40,0,4,0,4,0,2
27.1,40,1,4,3,2,4,2
22.0,26,0,4,1,1,1,2
22.3,26,1,0,3,0,1,0
34.7,33,0,4,3,0,4,2
19.8,24,1,2,2,0,2,2
23.3,45,1,1,0,0,1,1
26.4,30,0,1,0,3,0,1
21.2,15,0,4,0,0,2,2
21.7,30,0,3,2,0,2,2
18.3,22,0,4,4,0,4,2
23.9,15,0,4,0,3,1,2
19.4,20,0,0,0,0,1,0
27.3,36,0,3,2,1,2,2
19.7,50,1,4,1,1,1,2
22.5,38,0,2,4,4,1,1
31.7,27,0,1,0,0,1,0
34.2,40,1,2,4,3,2,1
23.7,29,0,2,4,1,2,2
19.3,26,0,2,4,1,1,1
27.8,21,0,3,0,0,2,2
20.6,15,0,3,1,1,2,2
21.0,30,1,3,3,0,0,2
21.4,36,1,1,3,0,1,1
23.5,33,0,0,3,1,1,0
20.6,30,0,4,2,2,1,2
22.4,23,1,4,1,1,1,2
21.1,42,0,0,4,3,2,0
29.7,19,1,4,0,0,1,2
19.8,44,1,2,0,0,0,1
22.7,22,1,1,0,0,0,1
23.9,25,0,4,3,1,1,2
22.9,17,0,1,0,1,0,1
36.2,28,0,0,2,1,3,0
32.8,46,1,4,1,4,3,2
24.5,41,0,1,0,2,0,0
23.6,46,0,2,3,2,4,1
30.1,41,1,2,0,0,0,1
33.2,21,0,0,1,1,2,0
25.3,31,0,3,2,3,1,2
22.2,25,0,4,2,1,2,2
25.5,50,1,2,0,2,4,1
23.4,20,0,2,4,4,1,1
20.5,45,1,0,4,3,1,0
20.3,45,1,2,2,1,4,2
19.9,56,1,4,1,2,2,2
33.0,30,0,0,1,2,1,0
22.9,43,0,1,4,4,2,0
21.8,62,0,0,2,1,4,0
30.9,27,1,4,0,2,1,2
28.4,16,1,4,4,4,2,2
21.2,15,0,1,2,1,2,0
22.8,43,1,0,2,1,1,0
28.3,15,0,4,1,2,2,2
27.3,30,0,4,0,1,1,2
21.9,40,0,1,4,2,1,1
21.1,37,0,3,3,1,4,2
23.4,40,0,0,0,0,0,0
33.3,37,0,4,2,2,0,2
30.2,50,0,2,2,1,2,1
19.2,23,1,1,0,0,0,0
25.6,26,0,3,2,2,2,2
28.5,25,1,3,2,4,1,2
22.2,44,1,1,0,3,0,0
26.9,45,0,3,1,1,2,2
22.7,40,1,4,0,0,1,2
27.2,49,1,3,2,1,2,2
29.3,20,1,0,2,1,3,0
21.5,55,0,2,0,2,0,1
22.7,53,0,4,2,1,1,2
21.5,43,0,1,1,1,1,0
18.5,56,0,2,3,2,1,1
21.1,15,0,4,1,1,3,2
21.4,28,1,2,2,1,3,2
26.7,26,1,3,2,4,2,1
22.3,43,0,1,3,4,0,1
28.5,22,1,1,3,0,4,0
28.5,44,1,0,0,0,2,0
32.8,51,1,3,4,1,2,2
22.2,43,1,0,3,0,1,0
20.7,38,0,0,2,1,2,0
30.7,23,0,3,4,3,2,2
27.5,24,0,4,1,1,2,2
29.3,49,1,0,0,0,4,0
34.2,44,1,2,3,1,1,0
21.9,34,0,4,4,0,3,2
20.4,29,0,3,0,2,2,2
33.0,15,1,1,2,1,3,0
21.0,22,0,4,3,2,1,2
18.9,57,0,0,4,3,4,0
23.6,19,1,2,0,2,0,2
22.6,37,1,3,0,0,1,2
30.4,47,0,1,0,1,2,0
18.5,19,1,2,2,1,0,1
23.4,37,0,1,4,1,2,1
24.6,46,1,3,2,1,1,2
23.6,35,1,4,4,1,2,2
17.8,69,0,0,3,2,1,0
22.4,15,1,3,2,2,1,2
27.7,47,0,2,0,2,1,1
21.3,32,1,4,1,4,3,2
35.5,44,0,1,0,2,1,1
26.0,40,1,4,1,4,3,2
27.0,26,1,4,0,2,2,2
19.6,37,0,2,0,3,4,1
26.6,15,1,0,2,1,1,0
18.2,42,0,4,2,4,2,2
19.3,38,1,4,0,0,1,2
21.8,42,1,0,3,0,2,1
29.3,47,0,0,2,1,3,0
19.3,39,1,1,3,2,4,0
20.4,36,1,1,3,1,4,1
20.5,24,0,0,3,1,0,0
30.5,26,1,3,4,3,1,1
29.6,49,0,0,0,2,1,0
24.4,52,0,1,0,2,4,1
22.0,32,0,2,0,2,0,1
23.1,35,1,2,2,1,1,1
24.1,24,1,4,1,3,3,2
24.4,49,0,2,2,4,1,1
22.9,42,1,1,0,1,2,0
25.7,58,0,2,2,1,3,1
30.2,24,1,3,2,1,0,2
22.0,30,0,0,0,0,4,0
27.0,37,0,0,2,1,1,0
36.9,42,1,1,4,4,2,0
24.3,32,0,4,3,0,0,2
22.3,24,0,0,0,1,2,0
28.0,45,1,2,4,4,2,1
21.2,43,0,3,0,4,0,2
26.2,24,0,4,2,1,2,2
26.6,51,1,4,0,3,0,2
17.7,49,0,4,4,2,2,2
22.5,36,0,0,0,0,0,0
29.2,35,0,4,0,2,0,2
23.6,41,0,1,4,1,1,0
23.0,24,0,2,2,1,1,1
22.2,35,0,3,3,2,1,1
22.6,15,0,2,0,0,2,2
21.4,45,0,1,2,1,1,0
21.8,16,1,1,4,2,4,1
22.1,53,0,2,2,1,2,1
31.3,31,0,0,3,2,4,0
25.0,32,1,1,4,3,2,0
23.3,27,0,4,3,2,0,2
27.4,31,0,3,1,1,1,2
34.4,52,0,3,1,1,3,2
33.1,15,0,1,0,3,0,0
19.8,50,0,4,2,1,1,2
21.1,39,0,2,4,2,1,1
21.2,20,1,3,2,1,2,2
36.0,22,1,4,4,0,1,2
23.9,55,1,4,3,1,0,2
21.6,23,1,0,4,2,4,1
22.9,21,1,1,4,2,2,1
22.3,48,0,4,3,4,0,2
31.7,39,0,2,4,4,2,1
28.3,23,0,3,3,1,2,1
20.6,37,0,0,3,1,2,0
23.1,22,0,2,3,2,0,0
21.6,48,1,3,3,1,1,2
29.9,47,1,1,1,3,1,0
22.2,41,0,2,2,2,2,1
15.0,39,0,3,0,4,1,2
30.7,56,0,0,0,0,2,0
20.1,34,1,3,2,4,0,2
35.3,20,1,4,4,4,4,2
25.7,40,0,0,3,1,1,0
21.8,60,1,2,0,2,4,1
27.7,22,0,1,3,4,0,0
17.9,30,1,0,4,3,2,0
33.2,39,1,0,3,0,1,0
28.2,34,0,0,3,1,1,0
28.3,23,1,3,0,4,0,1
26.9,48,1,4,1,1,0,2
19.7,62,0,1,2,1,2,0
20.8,37,1,1,0,1,0,1
22.0,24,0,4,0,2,1,2
29.2,16,1,3,4,1,1,2
24.4,38,0,3,3,2,1,2
22.3,48,0,4,0,4,4,2
31.3,40,1,4,1,3,2,2
28.4,34,1,2,1,4,2,1
24.7,27,0,3,0,4,3,2
22.5,21,1,0,3,0,2,0
30.8,45,1,1,0,0,0,0
24.2,45,1,3,3,0,0,2
31.1,16,0,4,3,2,0,2
21.9,54,0,0,2,1,1,0
17.5,41,0,2,3,1,1,1
27.1,51,1,2,0,2,0,1
30.4,18,1,0,2,1,4,0
26.0,18,0,0,3,3,1,0
19.7,33,0,4,3,0,4,2
26.2,41,1,4,0,1,0,2
22.4,56,1,1,1,1,2,1
20.0,43,1,1,1,2,3,0
28.9,32,1,2,2,2,2,1
30.5,22,0,0,3,2,0,0
24.5,49,1,2,2,1,1,1
23.0,23,1,4,3,0,0,2
28.0,54,0,3,0,2,1,2
25.2,31,0,4,4,1,0,2
26.2,54,1,3,2,4,1,2
21.7,43,0,0,0,2,0,0
21.2,33,1,0,2,2,1,0
21.2,28,1,0,2,1,4,0
23.1,30,0,1,0,0,0,0
28.3,40,0,1,3,1,1,0
23.2,35,1,3,4,3,1,2
21.3,27,0,2,1,4,2,1
24.7,33,1,2,2,4,1,1
24.5,35,1,3,0,2,1,2
22.5,15,1,1,4,0,2,1
33.1,40,0,4,1,1,1,2
22.9,23,1,3,0,2,4,2
27.5,21,1,2,2,1,1,1
23.3,15,1,3,0,1,4,1
21.4,15,0,3,0,4,4,2
21.5,18,1,0,0,0,0,0
22.9,26,1,1,0,2,1,1
25.3,58,1,0,0,0,0,0
23.5,28,0,1,4,4,0,1
28.7,37,1,3,4,1,4,2
29.5,39,1,1,2,3,1,1
20.9,36,0,2,2,1,1,1
25.5,34,0,0,3,1,4,0
23.5,20,1,3,1,2,1,2
34.5,52,1,2,1,1,1,1
24.1,56,1,1,3,0,1,0
20.5,15,0,1,1,1,2,0
26.8,22,0,2,2,1,2,1
29.2,31,1,1,2,1,1,0
20.4,23,0,0,2,1,1,0
23.1,41,1,4,3,2,2,2
20.8,26,1,1,3,2,1,0
29.8,60,0,3,4,4,2,2
21.6,49,1,1,3,2,0,1
25.8,37,0,3,0,0,4,2
29.2,47,0,1,3,4,1,0
29.2,48,1,1,3,1,2,1
20.4,28,0,3,2,1,1,2
23.5,25,1,0,2,1,1,1
31.4,35,0,4,0,3,0,2
22.1,45,1,4,4,1,1,2
25.2,36,1,0,4,1,2,0
29.3,16,1,1,2,2,2,0
24.3,25,0,4,0,2,4,2
23.9,34,1,0,3,0,3,0
28.2,34,0,0,2,4,4,0
24.1,58,0,4,1,1,3,2
27.7,18,0,3,3,2,4,2
21.6,41,0,2,3,2,4,1
21.9,52,0,3,0,2,1,2
25.7,62,1,1,3,1,1,1
27.0,30,0,3,3,1,0,2
19.5,40,1,2,2,1,1,1
18.8,41,1,2,1,4,2,1
22.5,37,0,0,0,3,2,0
28.0,33,1,1,0,1,4,0
33.3,40,1,0,0,0,0,0
18.9,15,0,3,0,2,1,1
22.1,43,1,3,2,1,2,2
24.1,36,0,4,0,2,0,2
28.0,32,0,0,1,1,1,0
32.8,59,0,0,1,1,1,0
21.0,26,1,0,1,1,3,0
21.5,30,1,0,3,4,1,0
20.8,58,1,2,2,3,3,1
24.0,25,1,4,0,2,4,2
26.6,28,0,1,0,2,0,1
29.3,33,0,1,3,2,0,0
23.1,45,1,1,1,1,1,1
24.4,37,0,2,4,0,0,2
23.1,19,1,4,3,1,2,2
22.7,28,0,4,0,4,1,2
22.3,27,0,2,2,1,1,1
22.2,34,0,0,3,2,1,0
19.4,40,0,3,0,2,1,2
21.5,40,0,0,0,3,0,0
24.5,15,1,1,2,4,3,1
20.4,47,1,0,4,3,3,0
33.9,38,0,2,1,1,3,2
21.5,51,1,1,2,3,1,1
24.9,40,0,3,0,0,0,2
18.1,48,0,1,2,1,1,1
20.3,40,0,0,3,2,1,0
21.6,51,0,4,2,1,2,2
22.5,41,1,4,3,1,4,2
22.0,33,0,4,1,1,3,2
22.6,62,1,1,3,0,0,1
18.3,45,0,4,0,1,0,2
24.4,41,0,2,3,1,4,1
20.9,19,1,3,3,2,0,2
21.4,19,0,4,3,0,4,2
22.9,38,0,2,0,2,0,1
20.5,36,1,2,3,2,0,1
25.9,27,1,1,2,1,1,0
19.8,36,1,1,4,4,0,1
19.9,54,0,3,1,4,1,2
25.0,43,0,3,3,0,1,1
22.9,21,1,0,1,1,1,0
35.4,33,1,3,1,1,1,1
26.5,25,0,1,0,0,0,1
20.5,30,0,2,0,0,2,2
21.7,30,1,0,0,0,4,0
23.0,29,1,3,0,0,2,2
29.2,19,1,2,0,0,1,1
25.0,33,1,1,3,2,4,1
20.4,28,0,4,2,1,2,2
21.5,15,0,0,3,0,1,0
23.5,59,0,2,2,2,4,1
23.4,48,0,1,3,1,4,1
21.3,30,1,1,2,2,2,1
29.1,35,0,0,0,2,0,0
34.4,20,1,0,2,1,3,0
25.2,55,0,3,3,2,0,2
32.2,57,0,3,2,1,2,2
20.7,36,0,0,3,0,1,0
25.1,47,1,0,3,1,2,0
20.4,37,0,2,2,4,1,2
29.5,18,1,3,3,0,4,2
30.0,30,1,1,3,0,1,0
25.7,36,0,3,0,4,3,2
33.4,29,1,3,2,1,0,1
25.0,32,0,0,3,4,1,0
20.2,33,1,0,2,1,1,0
18.1,34,0,3,4,2,3,2
24.6,35,1,4,0,2,0,2
18.6,22,1,4,3,1,1,2
19.2,26,0,3,3,0,1,2
26.0,19,0,4,3,2,1,2
28.7,46,0,3,1,2,3,1
20.4,15,0,0,1,2,1,0
21.2,48,1,0,2,2,1,0
23.3,51,1,0,1,0,2,0
24.2,31,1,1,4,3,3,1
24.6,15,1,0,0,0,0,0
21.3,30,0,0,2,2,1,1
32.6,34,1,3,0,4,0,1
32.5,22,0,4,2,1,3,2
21.8,28,1,4,3,2,0,2
22.6,53,0,0,0,0,0,0
24.9,42,0,0,3,0,0,0
26.1,23,0,0,0,1,4,0
20.6,15,0,3,2,2,1,2
30.0,31,0,3,2,2,0,1
21.5,32,1,3,0,0,1,2
28.3,40,0,4,0,2,0,2
24.9,28,1,1,3,4,1,1
22.8,41,1,4,1,2,3,2
24.6,58,0,3,0,0,0,2
24.4,44,1,2,3,1,2,1
28.9,34,1,1,0,1,1,1
22.4,32,1,0,3,2,2,1
25.5,30,0,4,2,4,1,2
23.3,49,0,1,0,2,0,1
24.0,27,0,2,0,2,4,1
20.9,35,0,1,2,4,0,1
28.5,35,1,4,0,2,0,2
27.1,28,1,3,0,0,1,2
23.8,18,1,0,3,2,4,0
22.9,38,1,3,2,1,1,2
32.7,34,1,3,1,1,2,2
27.3,41,1,4,2,1,1,2
23.1,28,0,3,2,1,2,2
22.4,49,1,3,2,2,3,2
19.4,24,1,4,2,2,2,2
27.8,55,1,4,4,4,2,2
24.3,15,0,2,1,3,3,1
24.7,40,1,3,1,1,1,2
24.2,40,1,1,0,1,4,1
29.1,25,0,0,0,0,2,0
20.9,40,1,0,0,1,1,0
32.0,50,0,4,1,1,2,2
26.3,15,0,4,2,2,3,2
32.9,41,1,2,0,2,0,1
31.9,15,1,3,3,0,1,1
28.4,23,0,4,1,2,2,2
28.7,54,1,4,4,1,1,2
22.3,28,1,0,2,1,1,0
26.9,20,0,3,3,2,2,2
30.8,32,0,2,4,1,1,1
25.3,59,1,4,4,4,1,2
19.9,15,0,4,2,1,1,2
29.7,22,1,4,1,1,3,2
20.0,52,1,0,2,1,3,0
28.1,57,1,4,2,3,2,2
26.1,33,1,4,0,0,0,2
27.2,20,0,0,1,2,0,0
27.5,60,1,4,0,0,1,2
26.5,54,0,3,0,2,0,1
24.1,43,1,3,0,3,0,2
22.6,25,1,0,2,1,3,0
23.7,34,0,3,0,2,0,1
26.4,33,1,2,2,1,3,1
26.9,38,0,4,3,0,1,2
28.9,52,0,2,2,1,1,1
25.7,45,1,3,4,2,2,2
32.0,22,1,0,0,2,1,0
25.0,51,1,0,4,2,0,0
21.6,38,1,2,0,2,4,1
23.9,43,0,3,4,4,1,2
20.7,52,1,4,0,2,0,2
21.3,21,1,3,3,2,1,2
22.6,34,1,3,0,2,1,1
24.8,28,1,0,2,1,3,0
22.8,16,1,1,0,2,1,0
19.0,39,0,4,3,4,1,2
21.5,65,1,4,2,1,2,2
18.9,15,0,0,4,1,2,0
18.6,34,1,3,2,1,2,2
24.4,42,1,0,2,1,1,0
24.0,36,1,3,0,2,2,2
26.2,33,0,1,3,2,1,0
20.0,19,1,1,0,0,0,0
32.7,37,0,2,3,1,0,1
23.9,25,0,3,0,1,0,2
19.4,15,1,0,2,1,1,0
34.7,49,0,0,2,1,1,0
25.9,46,1,0,1,1,2,0
30.1,35,1,2,3,2,1,1
22.0,37,0,4,0,3,4,2
26.2,47,1,0,0,4,0,0
19.4,37,1,1,4,3,2,1
29.3,45,0,0,1,1,3,0
26.4,31,0,0,3,0,1,0
28.3,50,0,0,2,2,1,0
32.0,38,0,4,3,0,0,2
25.0,37,0,0,0,4,0,0
21.7,19,0,4,2,0,2,2
20.1,38,1,4,1,1,1,2
20.4,25,0,2,2,1,2,1
22.9,27,0,1,4,0,3,1
30.2,25,1,0,0,2,0,0
24.7,22,1,0,3,4,1,0
21.1,60,0,0,1,1,3,0
21.0,50,0,4,0,3,1,2
24.7,58,1,3,0,2,1,2
22.3,20,0,1,1,1,2,1
31.8,35,0,0,1,1,1,0
27.9,19,1,3,0,2,0,2
22.7,26,0,3,3,2,3,1
25.2,23,1,3,0,0,4,2
25.6,49,0,1,1,2,1,1
26.5,30,1,3,0,0,0,2
29.1,47,1,0,3,2,1,0
23.6,42,1,0,0,0,2,0
21.0,62,0,2,4,0,1,1
25.7,17,1,4,0,2,0,2
22.2,50,0,3,1,4,2,2
25.5,48,1,4,0,0,1,2
25.4,23,1,4,0,4,0,2
22.2,47,1,4,3,3,1,2
25.8,39,0,4,2,1,1,2
28.0,32,0,4,0,2,0,2
29.2,25,1,0,0,2,0,0
27.5,26,0,1,0,2,0,1
27.5,59,0,3,4,3,3,2
20.2,35,0,3,3,2,1,2
21.3,44,1,0,2,1,3,0
23.2,25,0,0,2,1,1,0
22.6,25,1,4,4,1,3,2
23.4,47,1,1,2,0,1,1
15.0,18,1,3,4,1,1,2
24.0,30,0,2,2,1,1,2
35.6,35,1,0,0,3,2,0
24.7,36,0,2,3,4,1,1
28.8,32,0,3,2,2,1,2
25.0,39,1,0,3,4,4,0
28.5,43,1,3,0,0,0,2
24.0,43,1,0,2,1,2,0
22.3,23,0,3,1,4,2,2
23.0,31,0,2,1,1,2,1
24.3,49,1,1,3,1,1,0
21.4,45,1,0,2,1,1,0
22.8,18,0,2,2,2,1,1
24.1,39,0,3,4,3,2,2
24.7,15,1,2,3,1,1,1
21.9,35,0,0,2,1,2,0
29.1,57,0,2,2,1,1,1
33.7,23,0,3,1,1,3,1
30.5,24,0,4,3,2,4,2
20.6,44,0,1,1,1,1,1
22.8,16,0,1,3,2,0,1
18.1,27,1,4,0,2,1,2
32.9,42,0,0,0,3,2,0
27.8,27,1,2,0,0,0,2
20.7,32,1,2,2,1,1,1
20.3,43,0,4,1,2,3,2
25.1,40,1,4,0,4,0,2
23.1,38,1,3,2,1,2,2
25.6,30,1,3,0,4,0,1
26.9,39,0,1,0,3,0,0
26.4,33,1,0,1,1,1,0
24.3,40,0,0,3,1,0,0
21.1,29,1,4,2,1,2,2
25.8,32,1,1,4,3,4,0
23.3,23,1,1,1,1,2,0
22.6,34,1,3,0,2,1,1
20.8,25,0,2,0,3,1,2
30.2,21,1,0,4,2,2,0
34.7,38,1,1,2,4,2,0
25.8,37,0,3,2,1,4,2
28.8,44,0,3,4,1,3,2
28.3,29,0,3,0,2,1,2
26.3,39,1,2,1,1,2,1
27.1,41,0,1,3,1,1,0
26.9,40,0,4,3,0,0,2
19.7,25,0,4,3,1,3,2
23.9,36,0,3,3,2,4,2
23.2,39,0,3,2,1,0,2
22.5,35,0,2,4,4,4,1
22.3,15,1,3,2,1,2,2
22.7,36,0,1,0,1,4,0
24.3,61,1,3,2,4,4,2
36.7,30,0,3,3,3,1,1
19.1,26,0,1,3,1,1,1
23.4,39,0,0,0,3,0,1
24.2,38,1,4,0,2,0,2
22.1,49,0,3,0,0,3,2
22.2,19,0,1,4,1,0,1
25.8,43,0,4,0,0,0,2
20.8,42,0,2,2,2,3,1
27.3,33,1,0,2,1,0,0
31.9,39,1,3,4,4,1,2
33.2,47,1,0,3,0,0,0
22.4,45,1,3,4,0,1,1
25.7,21,1,3,2,1,1,1
22.8,44,0,3,4,4,2,2
29.2,34,0,0,0,4,2,0
25.7,35,0,2,2,1,1,1
20.8,35,1,1,3,1,0,0
23.4,33,0,1,1,1,2,0
33.5,49,1,2,4,4,3,1
25.3,33,0,2,1,1,1,1
20.1,21,1,3,1,1,4,2
22.2,30,0,3,1,2,1,2
32.5,37,0,1,2,4,1,0
21.8,49,0,3,0,0,0,2
22.5,42,0,3,0,0,0,2
20.4,24,1,2,4,1,1,2
19.0,64,0,0,4,0,1,0
31.4,38,0,4,0,0,4,2
21.0,50,0,4,2,1,1,2
20.4,33,1,3,2,4,1,2
23.3,41,0,3,1,1,3,2
19.1,45,0,4,2,1,1,2
23.4,49,0,2,2,1,3,2
29.2,47,0,4,2,1,1,2
21.0,45,0,4,3,2,1,2
23.8,31,1,4,2,4,1,2
24.8,28,1,3,1,1,2,1
21.9,38,1,3,2,1,1,2
23.7,46,0,4,2,1,1,2
19.0,32,1,3,3,1,0,2
19.3,47,0,4,2,1,1,2
31.8,52,0,2,3,2,2,1
27.7,24,0,3,1,1,3,1
26.8,24,0,0,2,4,1,0
28.4,33,1,3,3,4,1,2
20.8,38,1,2,3,0,2,1
23.3,28,1,2,2,2,1,1
34.1,51,0,3,1,4,1,2
24.4,40,1,1,3,2,4,0
26.7,35,1,4,0,0,0,2
25.9,17,0,4,0,1,0,2
29.4,19,1,2,2,2,1,1
36.1,38,0,3,0,2,0,2
22.4,15,1,1,1,1,0,1
20.7,47,1,0,0,0,1,0
19.9,33,1,4,3,2,0,2
28.0,70,0,1,1,0,2,1
25.7,62,1,4,2,3,1,2
19.9,32,1,3,3,2,2,2
26.0,33,1,4,2,1,1,2
22.8,46,1,0,0,1,0,0
24.1,55,0,3,3,1,0,2
21.4,15,0,2,0,2,4,1
19.7,15,1,1,0,0,4,1
19.4,27,1,4,0,2,0,2
26.7,41,1,3,0,2,0,2
27.8,40,0,3,3,2,0,2
19.9,47,1,4,3,2,0,2
21.4,20,1,2,1,1,0,1
25.1,15,0,4,4,0,2,2
23.7,45,0,2,0,4,4,1
28.2,25,0,4,2,1,1,2
32.1,15,1,3,3,2,4,2
24.6,36,0,0,3,3,1,0
24.1,44,0,0,0,0,0,0
23.4,33,1,3,3,4,0,2
36.2,29,0,0,0,0,0,0
18.1,33,1,2,1,1,1,1
20.5,30,1,3,2,4,3,2
26.0,18,0,2,3,2,0,1
28.0,26,1,3,0,1,4,2
22.5,41,0,2,0,4,4,1
28.1,38,0,2,0,2,0,1
28.0,37,0,0,0,1,3,0
29.7,23,1,3,0,4,1,1
32.3,32,0,4,4,0,2,2
21.0,15,1,0,1,2,3,0
20.3,37,1,2,0,0,1,1
21.2,52,1,2,2,1,1,1
21.8,17,0,4,3,3,0,2
22.8,27,1,4,3,2,0,2
23.1,38,1,2,3,3,0,1
22.5,50,0,4,0,4,2,2
27.7,29,0,1,3,4,1,1
22.5,26,1,0,2,1,2,0
31.7,15,1,3,2,3,2,1
24.2,36,0,4,4,2,2,2
21.8,59,1,4,3,1,1,2
24.5,38,1,1,3,0,0,1
25.0,34,1,3,0,3,2,1
23.4,38,1,1,2,1,1,1
30.3,34,0,3,4,3,2,1
21.3,25,1,0,2,1,2,0
22.9,44,0,4,0,0,0,2
26.8,37,1,0,3,0,1,0
34.2,35,0,3,0,3,2,2
29.8,23,1,4,3,3,0,2
22.2,50,0,1,4,0,4,0
20.4,42,1,2,2,1,1,1
32.4,28,0,1,2,1,1,0
17.0,47,1,2,1,2,3,1
27.5,29,1,1,4,1,4,1
22.3,25,0,3,2,2,2,2
27.6,25,0,0,2,1,3,0
21.7,15,0,2,3,2,2,1
24.8,40,0,3,1,1,1,2
23.3,15,0,0,2,1,1,0
26.9,20,1,0,3,2,0,0
22.5,15,0,4,4,4,2,2
22.6,33,0,4,0,1,3,2
26.0,33,1,4,0,2,0,2
27.5,31,0,2,2,1,3,1
30.4,22,0,2,3,2,4,1
29.6,20,0,0,1,1,3,0
22.3,40,1,2,4,0,2,2
26.1,28,0,0,0,2,4,0
20.3,38,1,3,0,0,1,2
30.6,24,1,1,0,1,0,0
25.1,37,0,0,4,1,0,0
23.1,50,1,0,0,2,1,0
23.6,42,0,3,2,1,1,2
25.6,30,0,4,2,1,3,2
23.6,38,0,4,3,4,4,2
23.1,32,0,4,0,0,1,2
21.1,35,0,0,3,1,1,0
21.6,31,1,0,1,1,2,0
26.7,33,1,2,4,0,4,1
20.1,37,1,2,3,2,1,1
24.8,23,1,1,1,1,1,1
31.0,22,0,1,4,0,2,0
24.6,18,0,2,0,0,0,1
26.1,15,1,0,3,2,4,0
27.5,20,0,3,2,3,2,2
29.0,36,1,2,2,1,3,1
19.6,24,1,0,0,0,0,0
31.6,41,1,2,2,1,1,1
20.9,35,1,4,0,2,1,2
20.1,15,0,2,2,4,1,1
29.7,42,0,4,0,3,0,2
27.3,44,1,0,3,4,0,0
22.6,23,1,4,2,1,1,2
18.3,40,1,2,3,0,3,1
26.3,24,1,4,3,1,2,2
20.7,36,1,3,0,0,0,2
28.7,19,0,4,0,3,4,2
21.4,15,1,4,1,2,2,2
23.3,30,1,1,4,1,3,1
21.9,33,0,3,2,1,1,1
21.9,30,0,0,3,2,2,0
19.8,20,0,4,4,1,2,2
32.3,30,0,3,4,0,2,2
23.5,38,0,0,2,2,2,0
19.2,34,0,3,2,2,1,1
21.9,37,0,1,4,4,3,1
32.3,26,0,0,3,2,0,0
25.8,49,0,0,3,4,0,0
20.4,20,1,4,2,3,2,2
22.3,40,0,2,2,2,4,2
23.5,49,1,0,1,1,2,0
22.0,40,1,0,3,1,0,0
27.6,32,1,1,2,1,1,0
22.3,28,1,1,0,0,1,0
32.7,47,1,1,0,0,3,1
19.8,17,1,4,4,3,0,2
29.5,23,1,0,2,2,3,0
30.9,30,1,1,1,2,3,0
20.1,49,0,1,0,2,4,0
27.2,39,1,3,2,0,1,2
30.3,23,1,3,0,2,0,2
19.6,31,1,1,2,1,1,0
24.7,27,1,4,3,1,4,2
25.5,26,0,2,2,1,2,1
21.3,46,1,3,4,1,2,2
27.4,18,0,3,0,2,1,1
29.5,54,0,0,0,0,0,0
23.9,44,1,0,0,4,0,0
22.8,48,1,1,0,0,4,1
29.8,29,0,0,0,2,0,0
29.6,33,1,0,3,2,2,0
24.6,17,1,2,1,4,3,1
18.8,28,0,4,4,1,3,2
18.8,40,0,1,0,0,0,1
20.8,50,1,2,3,1,1,1
25.4,21,1,1,4,2,2,1
24.9,30,1,4,0,1,0,2
30.0,33,0,1,2,1,2,0
27.6,18,1,0,3,2,4,0
26.0,42,0,4,2,1,2,2
33.5,26,0,2,2,1,1,1
23.2,32,1,2,1,4,1,2
23.7,29,0,3,3,3,2,2
22.5,25,1,2,3,0,4,2
27.2,34,1,3,0,0,0,1
19.4,32,0,0,4,2,2,0
29.6,30,1,2,2,2,1,1
36.6,26,0,4,2,2,1,2
22.9,38,0,3,3,2,1,2
28.5,54,1,2,2,4,3,1
22.8,36,1,0,0,0,4,0
22.6,46,1,4,2,1,1,2
22.6,18,1,4,3,0,1,2
22.2,36,0,0,3,2,2,0
31.2,21,0,2,4,4,4,1
